UNIDADE_DA_FEDERACAO;MUNICIPIO;NUMERO_REGISTRO_ESTABELECIMENTO;STATUS_DO_REGISTRO;CNPJ;RAZAO_SOCIAL;NOME_FANTASIA;AREA_ATUACAO;ATIVIDADE;CLASSIFICACAO
SP;Santo André;SP0069531;Ativo;**.***.938/***-**;COBASI COMÉRCIO DE PRODUTOS BÁSICOS E INDUSTRIALIZADOS S.A.;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;São Paulo;SP0070416;Ativo;**.***.938/***-**;COBASI - COM. DE PROD. BÁSICOS E INDUST. S.A - Filial Estrada Itapecerica;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MA;Balsas;MA0007498;Ativo;**.***.174/***-**;orígeo comércio de produtos agropecuários s.a;orígeo comércio;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
MA;Balsas;MA0007498;Ativo;**.***.174/***-**;orígeo comércio de produtos agropecuários s.a;orígeo comércio;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO EM GRANEL E COMERCIALIZADO EM EMBALAGEM PROPRIA
MG;Machado;MG0031488;Cancelado;**.***.457/***-**;AGRO 7 TRANSPORTES DE LOGÍSTICA LTDA;Agro 7 Transportes;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PE;Jaboatão dos Guararapes;PE0007196;Ativo;**.***.938/***-**;COBASI COMÉRCIO DE PRODUTOS BÁSICOS E INDUSTRIALIZADOS S.A.;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MS;Corumbá;MS0017167;Ativo;**.***.877/***-**;ALFA NATURA DO BRASIL IMPORTACAO EXPORTACAO E COMERCIO DE PRODUTOS LTDA;ALFA NATURA;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
SP;Garça;SP0070777;Ativo;**.***.287/***-**;BUSSADORI, GARCIA & CIA LTDA;AGROGALAXY;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
BA;Conceição do Jacuípe;BA0014273;Ativo;**.***.381/***-**;ADYFERTY LTDA;ADYFERTY FERTILIZANTES;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MS;Naviraí;MS0017213;Ativo;**.***.680/***-**;ALIMENTOS ZAELI;Zaeli Alimentos;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
MA;Balsas;MA0007684;Ativo;**.***.900/***-**;RURAL BRASIL LTDA;AGROGALAXY;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MT;Rondonópolis;MT0012742;Ativo;**.***.315/***-**;BIAGRO COMERCIO E DISTRIBUICAO DE INSUMOS AGROPECUARIOS LTDA;BIAGRO;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
BA;Barra da Estiva;BA0014427;Ativo;**.***.651/***-**;BARRA SOLOS LTDA.;BARRA SOLOS;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PA;Redenção;PA0009601;Ativo;**.***.688/***-**;<![CDATA[ZOOTEC INDUSTRIA E COMÉRCIO DE PRODUTOS AGROPECUÁRIOS LTDA]]>;RAÇA AGRO;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MT;Marcelândia;MT0013021;Ativo;**.***.608/***-**;AGROINSUMOS COMERCIAL AGRICOLA LTDA;AGROINSUMOS COMERCIAL AGRICOLA LTDA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SC;Araquari;SC0031690;Ativo;**.***.561/***-**;ATF ATACADISTA LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SC;São Francisco do Sul;SC0033928;Ativo;**.***.910/***-**;LOGIMODAL OPERAÇÕES LOGÍSTICAS LTDA;LOGIMODAL OPERAÇÕES LOGÍSTICAS LTDA;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO EM GRANEL E COMERCIALIZADO EM EMBALAGEM PROPRIA
ES;Divino de São Lourenço;ES0014265;Ativo;**.***.401/***-**;AGROPECUARIA CAPARAO LTDA;PRAFAZENDA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
GO;Edéia;GO0017450;Ativo;**.***.653/***-**;TERRA REPRESENTACAO E COMERCIO DE PRODUTOS AGROPECUARIOS LTDA;TERRA AGRONEGOCIOS;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MS;Corumbá;MS0017442;Ativo;**.***.967/***-**;FERTIMAN INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA;FERTIMAN FERTILIZANTES LTDA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
RS;Santa Cruz do Sul;RS0058114;Ativo;**.***.705/***-**;DEL ARTE FLORES LTDA;VIVEIRO SCHVAICKARDT;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MT;Comodoro;MT0014664;Ativo;**.***.993/***-**;DIPAGRO LTDA;DIPAGRO;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
CE;Fortaleza;CE0015946;Ativo;**.***.851/***-**;M I FREITAS MARQUES REIS;Jardim Rosa Menina;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MT;Lucas do Rio Verde;MT0014788;Ativo;**.***.511/***-**;ARAXA FERTILIZANTES LTDA;ARAXA FERTILIZANTES;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
RN;Caicó;RN0006742;Ativo;**.***.097/***-**;ARIZONA AGROINDUSTRIAL - PRODUÇÃO, COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS AGROPECUÁRIOS LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;REMINERALIZADOR
SC;Itajaí;SC0034312;Ativo;**.***.229/***-**;DREYMOOR BRASIL COMERCIO DE FERTILIZANTES LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
SP;Ribeirão Corrente;SP0073628;Ativo;**.***.334/***-**;AGRO ALTA COMERCIO DE INSUMOS AGRICOLAS LTDA;AGRO ALTA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
GO;Rio Verde;GO0018180;Ativo;**.***.648/***-**;OURO GRAN FERTILIZANTES E TRANSPORTES LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
TO;Guaraí;TO0009296;Ativo;**.***.680/***-**;AGRO AMAZONIA PRODUTOS AGROPECUÁRIOS S.A ;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MT;Cuiabá;MT0015598;Ativo;**.***.641/***-**;BRATRADING COMERCIAL IMPORTADORA E EXPORTADORA LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
MT;Cuiabá;MT0015598;Ativo;**.***.641/***-**;BRATRADING COMERCIAL IMPORTADORA E EXPORTADORA LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
CE;Fortaleza;CE0016438;Ativo;**.***.451/***-**;FERTSAN SOLUÇÕES INTELIGENTES EM AGRONEGOCIO S/A;FERTSAN;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MG;Conceição das Alagoas;MG0033995;Ativo;**.***.961/***-**;GONÇALVES & SILVA COMERCIO DE PRODUTOS AGRICOLAS LTDA ME;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MT;Guarantã do Norte;MT0015377;Ativo;**.***.578/***-**;ARAGUAIA S.A.;ARAGUAIA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
BA;Governador Mangabeira;BA0016322;Ativo;**.***.755/***-**;RICARDO CASALI SIMOES LTDA;TIMSTORE;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MT;Confresa;MT0015288;Ativo;**.***.556/***-**;H BRAGA DE ANDRADE NETO;AL AGRICOLA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MG;Ervália;MG0034100;Ativo;**.***.085/***-**;COOPERATIVA AGROPECUÁRIA CENTRO SERRANA;NATER COOP;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Franca;SP0075582;Ativo;**.***.791/***-**;Coopercitrus Cooperativa de Produtores Rurais;COOPERCITRUS;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SC;Araranguá;SC0023892;Ativo;**.***.396/***-**;SARTOR & RUFINO COMERCIO LTDA;********;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
RS;Lagoa Vermelha;RS0060089;Ativo;**.***.447/***-**;BOTUVERA COMERCIO DE CALCARIO E TRANSPORTE LTDA;BOTUVERA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EM GRANEL
MS;Três Lagoas;MS0017310;Ativo;**.***.999/***-**;NUTRIPLANT INDUSTRIA E COMERCIO S/A;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
GO;Iporá;GO0018066;Ativo;**.***.578/***-**;ARAGUAIA S.A.;ARAGUAIA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Pindamonhangaba;SP0076040;Ativo;**.***.123/***-**;GROW REVOLUTION LTDA;GROW REVOLUTION;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MA;São Luís;MA0008044;Ativo;**.***.841/***-**;TECNOGRAN AGRONUTRIENTES - FILIAL MA;;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO EM GRANEL E COMERCIALIZADO EM EMBALAGEM PROPRIA
BA;Lauro de Freitas;BA0016802;Ativo;**.***.938/***-**;COBASI COMÉRCIO DE PRODUTOS BÁSICOS E INDUSTRIALIZADOS S.A.;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
RR;Boa Vista;RR0001104;Ativo;**.***.840/***-**;L BRECKENFELD DE LIMA;AGROLIMA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;São Paulo;SP0076309;Ativo;**.***.938/***-**;COBASI COMÉRCIO DE PRODUTOS BÁSICOS E INDUSTRIALIZADOS S.A.;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
RS;Giruá;RS0059897;Ativo;**.***.717/***-**;REFERENCIA AGROINSUMOS S.A.;REFERENCIA AGROINSUMOS;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MG;Boa Esperança;MG0034851;Ativo;**.***.791/***-**;COOPERCITRUS COOPERATIVA DE PRODUTORES RURAIS - 236 BOA ESPERANÇA;COOPERCITRUS;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
BA;Juazeiro;BA0016497;Ativo;**.***.772/***-**;OUTLET AGRO LTDA;OUTLET AGRO;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
BA;Salvador;BA0016799;Ativo;**.***.938/***-**;COBASI COMÉRCIO DE PRODUTOS BÁSICOS E INDUSTRIALIZADOS S.A.;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
CE;Brejo Santo;CE0011851;Ativo;**.***./***-**;;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MG;São Tomás de Aquino;MG0025836;Ativo;**.***./***-**;;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MG;Igarapé;MG0002771;Cancelado;**.***./***-**;;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PA;Castanhal;PA0009091;Ativo;**.***./***-**;;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PB;Juripiranga;PB0005975;Ativo;**.***./***-**;;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PR;Araucária;PR0012777;Cancelado;**.***./***-**;;;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
MG;Alfenas;MG0029424;Ativo;**.***./***-**;;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
AL;Arapiraca;AL0001767;Ativo;**.***./***-**;;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PB;Cajazeiras;PB0006084;Ativo;**.***./***-**;;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SC;Gaspar;SC0001201;Ativo;**.***.101/***-**;BUNGE ALIMENTOS S/A;BUNGE ALIMENTOS S/A;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
SP;Valinhos;SP0038890;Ativo;**.***.545/***-**;chr  hansen  industria e comercio ltda ;CHR HANSEN;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;INOCULANTE
MG;Uberlândia;MG0008311;Ativo;**.***.915/***-**;CARREFOUR COMERCIO E INDUSTRIA LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MG;Carmo do Paranaíba;MG0001627;Ativo;**.***.733/***-**;cooperativa agropecuáaria de carmo do paranaíba ltda - carpec ;cooperativa agropecuáaria de carmo do paranaíba ltda - carpec ;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SC;Rio das Antas;SC0006424;Ativo;**.***.247/***-**;LACTICINIOS TIROL LTDA ;TIROL;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SC;Ipumirim;SC0006254;Ativo;**.***.247/***-**;LATICINIOS TIROL LTDA;TIROL;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
RS;Espumoso;RS0001872;Ativo;**.***.595/***-**;COOPERATIVA TRITÍCOLA DE ESPUMOSO LTDA;Cotriel SEDE;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Presidente Epitácio;SP0050644;Ativo;**.***.082/***-**;ROUSSELOT GELATINAS DO BRASIL LTDA ;;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
SC;São Domingos;SC0006548;Ativo;**.***.247/***-**;LACTICINIOS TIROL LTDA;LACTICÍNIOS TIROL LTDA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PR;Paranaguá;PR0013668;Ativo;**.***.706/***-**;FERTIPAR FERTILIZANTES DO PARANA LIMITADA;FERTIPAR;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
RS;Tapejara;RS0019925;Ativo;**.***.247/***-**;LACTICINIOS TIROL LTDA ;LACTICINIOS TIROL LTDA ;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Vinhedo;SP0024864;Ativo;**.***.463/***-**;VECTORCONTROL INDUSTRIA E COMERCIO DE PRODUTOS AGROPECUÁRIOS LTDA.  VINHEDO/SP;VECTORCONTROL;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
PR;Arapongas;PR0000396;Ativo;**.***.400/***-**;NORTOX S/A;Nortox S.A;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;INOCULANTE
SP;Guaratinguetá;SP0027685;Ativo;**.***.407/***-**;BASF S.A.;BASF S.A.;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;INOCULANTE
MT;Campo Novo do Parecis;MT0002011;Ativo;**.***.706/***-**;CARGILL AGRICOLA S A;CARGILL AGRICOLA;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
SC;Caçador;SC0009768;Ativo;**.***.660/***-**;COOPERATIVA AGROPECUÁRIA VIDEIRENSE;COOPERVIL;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MS;Dourados;MS0011649;Ativo;**.***.101/***-**;BUNGE ALIMENTOS S/A;;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
SP;Ribeirão Preto;SP0026433;Ativo;**.***.072/***-**;brasquimica industria e comercio ltda;brasquimica industria e comercio ltda ;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
PR;Quatro Barras;PR0020028;Ativo;**.***.456/***-**;NOVOZYMES BIOAG PROD. PARA AGRICULTURA LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;INOCULANTE
BA;Luís Eduardo Magalhães;BA0007986;Ativo;**.***.101/***-**;BUNGE ALIMENTOS S/A;;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO EM GRANEL E COMERCIALIZADO EM EMBALAGEM PROPRIA
CE;Iguatu;CE0006742;Ativo;**.***.038/***-**;JOSE TENÓRIO CAVALCANTE;PROAGRO;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Indaiatuba;SP0008478;Ativo;**.***.604/***-**;bio controle metodos de controle de pragas ltda;;FERTILIZANTE, INOCULANTE E CORRETIVO;EXPORTADOR;PRODUTO EXPORTADO EMBALADO
CE;Maracanaú;CE0011800;Ativo;**.***.822/***-**;SUMITOMO CHEMICAL BRASIL INDÚSTRIA QUÍMICA S.A;SUMITOMO CHEMICAL BRASIL INDÚSTRIA QUÍMICA S.A;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
SP;Bebedouro;SP0006521;Ativo;**.***.791/***-**;Coopercitrus Cooperativa de Produtores Rurais;COOPERCITRUS;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Mairinque;SP0008451;Ativo;**.***.493/***-**;fersol;Fersol;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
RS;Caxias do Sul;RS0034487;Ativo;**.***.838/***-**;RIZZI & CIA. LTDA.;Agrimar;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Jaboticabal;SP0042943;Ativo;**.***.967/***-**;oxiquímica agrociência ltda.;;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
PR;Cascavel;PR0013650;Ativo;**.***.511/***-**;NUTRIPLAST IND. E COM. LTDA;Nutriplan;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
RJ;Paty do Alferes;RJ0000957;Ativo;**.***.973/***-**;U. S. FERNANDES & CIA LTDA.;CIA DO PRODUTOR;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;São Paulo;SP0019810;Ativo;**.***.915/***-**;CARREFOUR COMERCIO E INDUSTRIA LTDA;SPT;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;São João da Boa Vista;SP0033987;Ativo;**.***.591/***-**;ESTEVAM E PEREIRA INDUSTRIA, COMERCIO E REPRESENTAÇÕES LTDA;Simag;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
SP;Suzano;SP0027294;Ativo;**.***.138/***-**;icl america do sul s.a.;icl;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
SP;Taubaté;SP0031534;Ativo;**.***.254/***-**;SOCIEDADE EXTRATIVA DOLOMIA LTDA;Dolomia;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
SP;Sumaré;SP0037206;Ativo;**.***.662/***-**;COMPO EXPERT BRASIL FERTILIZANTES LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
MS;Mundo Novo;MS0003920;Ativo;**.***.278/***-**;COOPERATIVA AGROINDUSTRIAL COPAGRIL;COOPERATIVA AGROINDUSTRIAL COPAGRIL;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SC;Jaguaruna;SC0020575;Ativo;**.***.491/***-**;CYSY MINERAÇÃO LTDA.;Cysy;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;CORRETIVO
CE;Ubajara;CE0009474;Ativo;**.***.405/***-**;FAZENDA AMWAY NUTRILITE DO BRASIL LTDA;Nutribotânica;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
SC;Massaranduba;SC0023248;Ativo;**.***.189/***-**;Indústria química dipil ltda;;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
MS;Angélica;MS0013781;Ativo;**.***.169/***-**;ADECOAGRO VALE DO IVINHEMA S.A;ADECOAGRO VALE DO IVINHEMA S.A;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
MS;Rio Brilhante;MS0008486;Ativo;**.***.906/***-**;BIOSEV S.A.;BIOSEV - Unidade Rio Brilhante;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
MG;Unaí;MG0024430;Ativo;**.***.489/***-**;COOPERATIVA AGRÍCOLA DE UNAÍ LTDA;COOPERATIVA AGRÍCOLA DE UNAÍ LTDA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PR;Almirante Tamandaré;PR0013897;Ativo;**.***.874/***-**;TERRA RICA INDUSTRIA E COMERCIO DE CALCARIOS E FERTILIZANTES DO SOLO LTDA ;Terra Rica ;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;CORRETIVO
GO;Formosa;GO0014869;Ativo;**.***.996/***-**;CISBRA QUIMICA DO BRASIL LTDA ;CISBRA-FOL;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
SC;Campos Novos;SC0013846;Ativo;**.***.390/***-**;COOPERATIVA AGROPECUÁRIA CAMPONOVENSE LTDA;Coocam;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MG;Córrego Fundo;MG0011436;Ativo;**.***.579/***-**;INDUSTRIA DE CAL CRUZEIRO LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
PB;São José de Piranhas;PB0005550;Ativo;**.***.914/***-**;AGROCAMPO CAVALCANTI;agrocampo;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Barueri;SP0053449;Ativo;**.***.788/***-**;quirios produtos quimicos ltda;;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
SP;Igarapava;SP0026476;Ativo;**.***.818/***-**;FERTIGRAN FERTILIZANTES VALE DO RIO GRANDE LTDA;FERTIGRAN FERTILIZANTES VALE DO RIO GRANDE LTDA.;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
SP;São Manuel;SP0040320;Ativo;**.***.174/***-**;USINA AÇUCAREIRA S. MANOEL S/A;Usina São Manoel;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
GO;Aparecida de Goiânia;GO0010405;Ativo;**.***.767/***-**;FERTILIZANTES ALIANCA EM RECUPERACAO JUDICIAL LTDA;FERTILIZANTES ALIANCA;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
SP;Ribeirão Preto;SP0031755;Ativo;**.***.998/***-**; AGRICHEM DO BRASIL S.A.; AGRICHEM DO BRASIL S.A.;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
SP;Ribeirão Preto;SP0031755;Ativo;**.***.998/***-**; AGRICHEM DO BRASIL S.A.; AGRICHEM DO BRASIL S.A.;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
RS;Garibaldi;RS0037796;Ativo;**.***.144/***-**;BEIFIUR LTDA.;Beifiur;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
