UNIDADE_DA_FEDERACAO,MUNICIPIO,NUMERO_REGISTRO_ESTABELECIMENTO,CNPJ,RAZAO_SOCIAL,NOME_FANTASIA,AREA_ATUACAO,ATIVIDADE,CLASSIFICACAO
SP,Cubatão,SP0037265,**.***.604/***-**,YARA BRASIL FERTILIZANTES S/A,CUBATAO 01 (CUB 01),"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
PR,Boa Esperança do Iguaçu,PR0021938,**.***.236/***-**,GEOVANI NICOLAU DE PAULA,3 G S INDUSTRIA E COMERCIO DE ADUBOS ORGANICOS,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE ORGÂNICO
BA,Buerarema,BA0009890,**.***.148/***-**,MIRANDA COMERCIO VAREJISTA DE PRODUTOS AGROPECUARIOS E DE CONSTRUCOES LTDA,CASA DO AGRICULTOR,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
PR,São Mateus do Sul,PR0015040,**.***.489/***-**,"CL INDÚSTRIA, COMÉRCIO E TRANSPORTES LTDA",CL INDUSTRIA COMERCIO E TRANSPORTES,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,CORRETIVO
DF,Brasília,DF0003492,**.***.468/***-**,KARI EC GRANEL,KARI EC GRANEL,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Carmópolis de Minas,MG0025623,**.***.133/***-**,RAIZ DO CAMPO SOLUÇOES AGRICOLAS LTDA,RAIZ DO CAMPO SULUÇÕES AGRICOLAS LTDA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Uberlândia,MG0011363,**.***.295/***-**,VARREFÉRTIL COMÉRCIO DE FERTILIZANTES LTDA,VARREFÉRTIL,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
MG,Pouso Alegre,MG0006661,**.***.402/***-**,AGRO SHOP LTDA,AGRO SHOP,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
GO,Porangatu,GO0008060,**.***.659/***-**,DIMENSÃO AGRÍCOLA COMERCIO E REPRESENTAÇÕES LTDA,Dimensão Agrícola,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
BA,Ubaitaba,BA0004421,**.***.005/***-**,E B DA SILVA PRODUTOS AGROPECUARIOS LTDA,RURAL CENTER,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
TO,Gurupi,TO0004847,**.***.307/***-**,solubio tecnologias agrícolas ltda,Solubio Tecnologias Agrícolas,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,INOCULANTE
SP,Taubaté,SP0018139,**.***.938/***-**,COBASI COMÉRCIO DE PRODUTOS BÁSICOS E INDUSTRIALIZADOS LTDA.,Cobasi - O Shopping do seu Animal,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Santos,SP0020362,**.***.938/***-**,COBASI COMÉRCIO DE PRODUTOS BÁSICOS E INDUSTRIALIZADOS LTDA.,Cobasi - O Shopping do seu Animal,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
BA,Teixeira de Freitas,BA0004723,**.***.734/***-**,YUCA COMERCIO AGROPECUÁRIO LTDA,BAHIA AGRICOLA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
BA,Ibirapitanga,BA0004367,**.***.457/***-**,GILSON SILVA MENEZES ME,MATERIAL DE CONSTRUÇÃO ITAMARATI,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Barueri,SP0031917,**.***.013/***-**,NITEX QUIMICA LTDA,NITEX QUIMICA,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
PR,Tijucas do Sul,PR0006246,**.***.333/***-**,FERTBRÁS FERTILIZANTES DO BRASIL LTDA,FERTBRAS,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE ORGÂNICO
MG,Perdizes,MG0006068,**.***.791/***-**,COOPERCITRUS COOPERATIVA DE PRODUTORES RURAIS,COOPERCITRUS,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
PE,Recife,PE0002500,**.***.334/***-**,LOGICA AMBIENTAL LTDA,Lógica Ambiental,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,CONDICIONADOR DE SOLO
SP,Catanduva,SP0051713,**.***.175/***-**,COPLANA - COOPERATIVA AGROINDUSTRIAL,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RS,Casca,RS0037532,**.***.057/***-**,DELTA FÉRTIL LTDA,DELTA FÉRTIL,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE ORGÂNICO
RS,Estrela,RS0039373,**.***.266/***-**,FOLHITO INDUSTRIA E COMERCIO DE ADUBOS ORGÂNICOS LTDA,Folhito Adubos Orgânicos,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE ORGÂNICO
RS,Lagoa dos Três Cantos,RS0030660,**.***.090/***-**,ECCOSUIN AGROPECUARIA LTDA - ME,ECCOSUIN,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE ORGÂNICO
MG,Carmo do Rio Claro,MG0006173,**.***.871/***-**,HI-TECH FERTILIZANTES E NUTRIÇÃO VEGETAL LTDA - ME,,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE ORGÂNICO
MG,Sete Lagoas,MG0009504,**.***.316/***-**,GERAL METAIS INDUSTRIAL LTDA,Geral Metais,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
RS,Capitão,RS0030619,**.***.213/***-**,VERDE VIDA FERTILIZANTES ORGANICOS LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,CONDICIONADOR DE SOLO
MS,Nova Andradina,MS0008680,**.***.673/***-**,brfertil s.a,BRFértil S/A,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EM GRANEL
RS,Paraí,RS0030120,**.***.215/***-**,MPI NUTRIENTES MINERAIS LTDA,MPI NUTRIENTES MINERAIS,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
GO,Goiânia,GO0005436,**.***.904/***-**,BIOCROSS DO BRASIL FERTILIZANTES LTDA,Biocross,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
PB,Campina Grande,PB0007684,**.***.274/***-**,DUCAMPO COMERCIO DE PRODUTOS AGROPECUARIOS LTDA,DUCAMPO PRODUTOS AGROPECUÁRIOS,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SE,Carira,SE0001902,**.***.876/***-**,DANIELLY FIRMINO CAVALCANTI CAMPOS,CAMPOS GPS AGRONEGOCIOS,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
BA,Dias D'Ávila,BA0004650,**.***.674/***-**,FERZAL COMÉRCIO E INDÚSTRIA DE ADUBOS E FERTILIZANTES LTDA,BIORGANIC,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,CONDICIONADOR DE SOLO
MG,Carmo do Paranaíba,MG0007102,**.***.272/***-**,TRIUNFO MINERAÇÃO DO BRASIL LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,REMINERALIZADOR
DF,Brasília,DF0003506,**.***.617/***-**,KARI3,dfff,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
MG,Pimenta,MG0006955,**.***.402/***-**,AGRO SHOP LTDA,AGRO SHOP,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
PR,Curitiba,PR0006254,**.***.770/***-**,SOIL SUL FERTILIZANTES,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
SC,São Carlos,SC0030775,**.***.385/***-**,AGROPECUARIA VIGNATTI & ECKERT LTDA,AGROPECUARIA BELA VISTA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Sete Lagoas,MG0010944,**.***.997/***-**,MICROSOLO INDUSTRIAL LTDA,Microsolo,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
RJ,Itaboraí,RJ0013803,**.***.015/***-**,BRAFERTIL BRASIL FERTILIZANTES LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
PR,Curitiba,PR0011355,**.***.172/***-**,VESICA - COMERCIO AGRÍCOLA LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
SE,Simão Dias,SE0001856,**.***.236/***-**,JACSON NASCIMENTO SANTOS EIRELLE ME,racoes agreste nordeste,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,São Paulo,SP0017108,**.***.097/***-**,LEVEAGRO INSUMOS AGRICOLAS LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Cotia,SP0038962,**.***.983/***-**,COLUMBIA DISTRIBUIDORA S/A,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
BA,Salvador,BA0011835,**.***.434/***-**,GEN INDÚSTRIA E COMÉRCIO DE FERTILIZANTES LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
SP,Amparo,SP0053996,**.***.515/***-**,JOAO BATISTA ALMEIDA MEDEIROS AGROCIENCIA LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE ORGÂNICO
MG,Betim,MG0022934,**.***.940/***-**,amazon serviços de varejo ltda,AMAZON,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RS,Nova Santa Rita,RS0046256,**.***.940/***-**,AMAZON SERVIÇOS DE VAREJO LTDA,AMAZON SERVIÇOS DE VAREJO LTDA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MS,Chapadão do Sul,MS0012556,**.***.314/***-**,CULTIVAR AGRICOLA COMERCIO IMPORTAÇÃO EXPORTAÇÃO LTDA,CULTIVAR AGRICOLA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,São Paulo,SP0050539,**.***.153/***-**,BIOLINE LATAM PARTICIPACOES LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
SC,Itajaí,SC0019097,**.***.946/***-**,premier trade comercio importação e exportação ltda,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
MG,Uberaba,MG0016233,**.***.633/***-**,FACIROLLI COMERCIO E REPRESENTAÇÕES LTDA,AGROZAP,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RS,Morro Reuter,RS0038725,**.***.288/***-**,MOGIANA INDUSTRIA DE PRODUTOS QUIMICOS LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
SP,Indaiatuba,SP0028355,**.***.335/***-**,DVA BRASIL PRODUTOS AGRICOLAS LTDA.,,"FERTILIZANTE, INOCULANTE E CORRETIVO",EXPORTADOR,PRODUTO EXPORTADO EMBALADO
RO,Ouro Preto do Oeste,RO0003786,**.***.624/***-**,IRMAOS GONCALVES COMERCIO E INDUSTRIA LTDA,SUPERMERCADO IRMAOS GONCALVES,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RO,Guajará-Mirim,RO0002950,**.***.624/***-**,IRMAOS GONCALVES COMERCIO E INDUSTRIA LTDA,SUPERMERCADO IRMÃOS GONÇALVES,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
BA,Brejões,BA0008893,**.***.452/***-**,NORDESTE AGRO FERTILIZANTES E TRANSPORTES LTDA,NORDESTE AGRO,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Cambuí,SP0032387,**.***.957/***-**,FERTIX INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA,FERTIX,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE ORGÂNICO
RS,Rio Grande,RS0044105,**.***.607/***-**,NUTRISAFRA FERTILIZANTES LTDA,Nutrisafra,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO EM GRANEL E COMERCIALIZADO EM EMBALAGEM PROPRIA
SC,Rio do Sul,SC0014575,**.***.447/***-**,BC AGRO COMERCIO LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
PR,Piên,PR0026530,**.***.648/***-**,JURACI SANDRA BABINSKI,AMAR ORQUÍDEAS,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
CE,Nova Fátima,CE0010030,**.***.084/***-**,ANTONIO ROMARIO DE SOUSA,or irrigações,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RO,Ariquemes,RO0003077,**.***.624/***-**,IRMAOS GONCALVES COMERCIO E INDUSTRIA LTDA,SUPERMERCADO IRMÃOS GONÇALVES,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RJ,Rio de Janeiro,SP0056103,**.***.445/***-**,AGROTECNOLOGIA DO BRASIL LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
SP,Pilar do Sul,SP0043109,**.***.116/***-**,SAFRAMIL COMERCIO DE CEREAIS LTDA,SAFRAMIL,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RS,Alto Feliz,RS0042447,**.***.508/***-**,MORRO BELLO INDUSTRIA DE FERTILIZANTES LTDA,MORRO BELLO FERTILIZANTES,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,SUBSTRATO PARA PLANTAS
SP,São Manuel,SP0038245,**.***.387/***-**,AGRIMAIS PRODUTOS AGRICOLAS LTDA,AGRIMAIS,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EM GRANEL
BA,Rio Real,BA0007102,**.***.748/***-**,AGROCANA COMERCIO E REPRESENTAÇÕES LTDA,AGROCANA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Ribeirão Preto,SP0029823,**.***.801/***-**,AMERICA FERTILIZANTES LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Ituverava,SP0060585,**.***.496/***-**,H.T.M. COMERCIO E LABORATÓRIOS DE CORRETIVO DO SOLO LTDA - ME,Biosag,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,CONDICIONADOR DE SOLO
MG,São Lourenço,MG0012980,**.***.731/***-**,MINAS RURAL AGRO NEGÓCIOS LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RS,Sertão,RS0052795,**.***.061/***-**,LAVORO COMERCIO E CONSULTORIA LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Santa Juliana,MG0030953,**.***.042/***-**,CULTURA AGROMAIS LTDA,CULTURA AGROMAIS,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
ES,Sooretama,ES0009709,**.***.005/***-**,NJ-7 FERTILIZANTES DO BRASIL EIRELE,NJ-7 FERTILIZANTES DO BRASIL,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE ORGÂNICO
SP,Indaiatuba,SP0041068,**.***.469/***-**,ULTRAFINE TECHNOLOGIES INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE ORGÂNICO
RO,Candeias do Jamari,RO0003093,**.***.902/***-**,L C DOS SANTOS & CIA LTDA,BIGFORT AGROPECUARIA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SC,Urubici,SC0014672,**.***.660/***-**,COOPERATIVA AGROPECUARIA VIDEIRENSE,COOPERVIL,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Confresa,MT0005851,**.***.113/***-**,CASA DO ADUBO S.A,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RJ,Paty do Alferes,RJ0012742,**.***.955/***-**,SIMARTINS PRODUTOS PARA LAVOURA LTDA ME,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Unaí,MG0013480,**.***.135/***-**,GLINFERTIL FERTILIZANTES LTDA,******,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MA,Imperatriz,MA0005053,**.***.113/***-**,CASA DO ADUBO S.A,CASA DO ADUBO,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
BA,Juazeiro,BA0006947,**.***.317/***-**,PLANTEBEM COMERCIO IMPORTACAO E EXPORTACAO DE PRODUTOS AGRICOLAS LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SC,Rio das Antas,SC0023000,**.***.262/***-**,AGROPECUARIA CARBONI LTDA,CARBONI,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,CONDICIONADOR DE SOLO
BA,Feira de Santana,BA0014842,**.***.286/***-**,OMEGA NUTRI BIOTECNOLOGIA E NUTRIÇÃO DE PLANTAS LTDA,OMEGA NUTRI,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SE,Nossa Senhora da Glória,SE0002852,**.***.547/***-**,ADAUZINA COMERCIO DE RAÇÕES E FERTILIZANTES LTDA,CHACARA MARIA ADAUZINA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Ponte Nova,MG0018902,**.***.606/***-**,ERA COMERCIO DE PRODUTOS AGRICOLAS LTDA.,Era Agrícola,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SC,Florianópolis,SC0031453,**.***.520/***-**,MINERACAO RIO DO MOURA LTDA - EPP,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Jardinópolis,SP0014362,**.***.746/***-**,FERTGAIA FERTILIZANTES LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
GO,Uruaçu,GO0005100,**.***.578/***-**,ADUBOS ARAGUAIA IND E COM LTDA,ARAGUAIA PRODUTOS AGROPECUARIOS,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
BA,Luís Eduardo Magalhães,BA0004740,**.***.896/***-**,BIOVALENS S/A,BIOVALENS S.A,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Santo André,SP0019739,**.***.915/***-**,CARREFOUR COMERCIO E INDUSTRIA LTDA,BSA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Araxá,MG0013331,**.***.859/***-**,nutrien soluções agrícolas ltda,NUTRIEN AG SOLUTIONS,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
SP,Arujá,SP0039446,**.***.958/***-**,TACTO BIOTECNOLOGIA E AGROPECUÁRIA LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE ORGÂNICO
RS,Santo Ângelo,RS0028061,**.***.917/***-**,TERRAGRICOLA COMERCIO DE FERTILIZANTES LTDA - ME,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Taquarituba,SP0018180,**.***.024/***-**,AGROSEMA COMERCIAL AGRÍCOLA LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
BA,Lauro de Freitas,BA0003506,**.***.233/***-**,"EKKS COM ATAC DE MINERAIS ENSACADOS, MAT DE CONST E JARDINAGEM EIRELLE",ENSAKKUS MINERAIS ENSACADOS,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
GO,Ceres,GO0004561,**.***.578/***-**,ARAGUAIA S.A.,ARAGUAIA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
DF,Brasília,DF0003700,**.***.607/***-**,KARI2 LTDA,KARI2 LTDA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Cerquilho,SP0022128,**.***.073/***-**,SCL DO BRASIL IMPORTAÇÃO E COMÉRCIO LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTOS A GRANEL PARA COMERCIALIZAÇÃO EM EMBALAGENS PRÓPRIAS
SP,São Paulo,SP0012459,**.***.938/***-**,COBASI COMÉRCIO DE PRODUTOS BÁSICOS E INDUSTRIALIZADOS LTDA.,Cobasi - O Shopping do seu animal,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
PB,Conde,PB0006572,**.***.371/***-**,LUCIANA MELO CORREIA DO NASCIMENTO,Conde Cimentos,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RS,Caçapava do Sul,RS0031038,**.***.423/***-**,MINERAÇÃO SAINT GEIRMAIM LTDA.-EPP,Saint Geirmaim,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EM GRANEL
PB,Campina Grande,PB0007617,**.***.524/***-**,EVA CRISTINA FONTOURA ACOSTA LTDA,DAVIDA GROUP,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
MT,Campo Novo do Parecis,MT0002518,**.***.490/***-**,"RT COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO DE GRAOS E FERTILIZANTES LTDA",RT COMERCIO DE GRAOS,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
MS,São Gabriel do Oeste,MS0014010,**.***.343/***-**,ferticel industria de fertlizantes ltda,,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE ORGÂNICO
GO,Jataí,GO0011940,**.***.398/***-**,COFCO INTERNATIONAL,COFCO INTERNATIONAL GRAINS LTDA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Campo Verde,MT0001015,**.***.837/***-**,VINCERE SOLUÇÕES INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA,VINCERE SOLUCOES,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Pradópolis,SP0023140,**.***.392/***-**,SP INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
GO,Santa Helena de Goiás,GO0005126,**.***.900/***-**,RURAL BRASIL S.A.,RURAL BRASIL,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Tupã,SP0024317,**.***.646/***-**,COOPERATIVA AGROPECUÁRIA DE PARAPUÃ,COOPERATIVA CASUL,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
GO,Aparecida de Goiânia,GO0005002,**.***.442/***-**,COOPERATIVA MISTA DOS PRODUTORES DE LEITE DE MORRINHOS,COMPLEM,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
PR,Colombo,PR0016900,**.***.277/***-**,JMF MUDAS FLORESTAIS LTDA,AGROFIOR,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,SUBSTRATO PARA PLANTAS
GO,Rio Verde,GO0004707,**.***.748/***-**,GTS QUIMICA LTDA,GTS QUIMICA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Sinop,MT0003220,**.***.398/***-**,COFCO INTERNATIONAL,COFCO INTERNATIONAL GRAINS LTDA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Serrana,SP0015300,**.***.753/***-**,MARCHAND AGRÍCOLA E PECUÁRIA LTDA,NUTRINOVA,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
